SerialNumber,WentLiveOn
VSH250026 ,1/15/2014
VSH209994,1/15/2014
VSH210122_OLD,1/16/2014
VSH210157,1/16/2014
VSH210159,1/16/2014
VSH209446,1/17/2014
VSH210118,1/17/2014
VSH210123,1/17/2014
VSH250024,1/17/2014
VSH109119,1/17/2014
VSH210038,1/20/2014
VSH210142,1/20/2014
VSH210099,1/20/2014
VSH250036,1/20/2014
VSH210171,1/20/2014
VSH209158_OLD,1/21/2014
VSH312649_OLD,1/21/2014
VSH314180,1/21/2014
VSH209392,1/21/2014
VSH210125,1/21/2014
VSH250033,1/21/2014
VSH210092_OLD,1/22/2014
VSH210062,1/22/2014
VSH209735_OLD,1/22/2014
VSH250027,1/23/2014
VSH250038,1/23/2014
VSH209642,1/23/2014
VSH209643,1/23/2014
VSH250020_OLD,1/23/2014
VSH210166,1/24/2014
VSH209698,1/24/2014
VSH210111_TAP,1/26/2014
VSH250044,1/27/2014
VSH250045,1/27/2014
VSH250043,1/27/2014
VSH250053_OLD,1/27/2014
VSH210145_OLD,1/27/2014
VSH209515,1/27/2014
VSH209797,1/28/2014
VSH210139_OLD,1/29/2014
VSH210167,1/29/2014
VSH210181,1/29/2014
VSH210156_OLD,1/30/2014
VSH250023,1/30/2014
VSH209277,1/30/2014
VSH210143_OLD,1/31/2014
VSH210160,1/31/2014
VSH109038_OLD,1/31/2014
VSH250052_REL,1/31/2014
VSH250051,1/31/2014
VSH210175,1/31/2014
VSH209094,1/31/2014
VSH210169,2/2/2014
VSH250098_OLD,2/3/2014
VSH210168,2/3/2014
VSH250028,2/3/2014
VSH250048_OLD,2/3/2014
VSH250039_OLD,2/3/2014
VSH210176,2/3/2014
VSH210132,2/3/2014
VSH250049,2/5/2014
VSH210173,2/5/2014
VSH250055,2/5/2014
VSH250021,2/6/2014
VSH250031,2/6/2014
VSH209040,2/6/2014
VSH210127,2/7/2014
VSH250065,2/7/2014
VSH250046,2/7/2014
VSH210188,2/8/2014
VSH210164,2/9/2014
VSH250050_OLD,2/9/2014
VSH209249,2/9/2014
VSH210152,2/10/2014
VSH210187,2/10/2014
VSH210201,2/10/2014
VSH209315,2/11/2014
VSH210183,2/11/2014
VSH210199_REL,2/11/2014
VSH250047,2/12/2014
VSH210206,2/14/2014
VSH250058,2/14/2014
VSH310334_RELO,2/14/2014
VSH250081,2/17/2014
VSH310020_OLD2,2/18/2014
VSH210050,2/19/2014
VSH210134,2/19/2014
VSH210182,2/19/2014
VSH209013_OLD,2/20/2014
VSH210186,2/20/2014
VSH210190,2/20/2014
VSH250074,2/20/2014
VSH250077,2/20/2014
VSH250078,2/20/2014
VSH209474,2/20/2014
VSH210087,2/21/2014
VSH310042,2/24/2014
VSH250037,2/24/2014
VSH210179,2/24/2014
VSH210174_OLD,2/24/2014
VSH210214,2/24/2014
VSH313952,2/24/2014
VSH210200_OLD,2/24/2014
VSH210146,2/25/2014
VSH210184,2/25/2014
VSH210193,2/25/2014
VSH210170,2/25/2014
VSH310062,2/25/2014
VSH250079,2/26/2014
VSH250084,2/26/2014
VSH311203_OLD,2/26/2014
VSH210192,2/27/2014
VSH314352,2/27/2014
VSH210197,2/27/2014
VSH210255,2/27/2014
VSH210069,3/4/2014
VSH250054_OLD,3/4/2014
VSH250083,3/4/2014
VSH210217_OLD,3/4/2014
VSH250089_REL,3/4/2014
VSH209618,3/4/2014
VSH250041,3/5/2014
VSH210219,3/5/2014
VSH210195,3/5/2014
VSH250042_OLD,3/6/2014
VSH321540,3/6/2014
VSH250064,3/7/2014
VSH314442_OLD,3/7/2014
VSH250118,3/7/2014
VSH210075,3/10/2014
VSH210155,3/10/2014
VSH250015,3/10/2014
VSH250090,3/10/2014
VSH210230,3/10/2014
VSH210229_OLD,3/10/2014
VSH250122,3/10/2014
VSH250072,3/11/2014
VSH250091,3/12/2014
VSH210240,3/12/2014
VSH210198,3/12/2014
VSH210259,3/12/2014
VSH250075,3/13/2014
VSH209204_OLD1,3/13/2014
VSH210150,3/14/2014
VSH209246,3/15/2014
VSH210177,3/17/2014
VSH210278,3/17/2014
VSH250093,3/17/2014
VSH210242,3/17/2014
VSH210196,3/17/2014
VSH210224,3/18/2014
VSH210251,3/18/2014
VSH250105_OLD,3/18/2014
VSH250100,3/18/2014
VSH250127,3/18/2014
VSH210275,3/18/2014
VSH311528_OLD2,3/18/2014
VSH210245,3/19/2014
VSH210205,3/20/2014
VSH210257_OLD,3/20/2014
VSH250056,3/20/2014
VSH109451_REL,3/21/2014
VSH210272,3/23/2014
VSH209092,3/24/2014
VSH318543_OLD2,3/24/2014
VSH209808,3/24/2014
VSH250135,3/24/2014
VSH250136,3/24/2014
VSH210290,3/24/2014
VSH609953,3/24/2014
VSH313070,3/25/2014
VSH209020,3/26/2014
VSH210215,3/26/2014
VSH310085_OLD,3/26/2014
VSH209353,3/27/2014
VSH250088,3/27/2014
VSH250121_OLD,3/27/2014
VSH250076,3/28/2014
VSH250112,3/28/2014
VSH210289,3/28/2014
VSH250069,3/28/2014
VSH250060,3/28/2014
VSH209512,3/28/2014
VSH250059,3/29/2014
VSH109450,3/31/2014
VSH210267_OLD,3/31/2014
VSH210089_OLD,3/31/2014
VSH250143,3/31/2014
VSH250149,3/31/2014
VSH209470,3/31/2014
VSH323082,3/31/2014
VSH210088_OLD,3/31/2014
VSH210274,4/2/2014
VSH250119_OLD,4/2/2014
VSH210266,4/2/2014
VSH310106_OLD,4/4/2014
VSH210085,4/7/2014
VSH209153,4/7/2014
VSH310182,4/7/2014
VSH250126,4/7/2014
VSH250131,4/7/2014
VSH250054,4/7/2014
VSH250073,4/8/2014
VSH314171_OLD,4/8/2014
VSH210046,4/9/2014
VSH210226,4/9/2014
VSH250157,4/9/2014
VSH210236,4/10/2014
VSH250145,4/11/2014
VSH250144_OLD,4/11/2014
VSH210243_OLD,4/11/2014
VSH210233,4/14/2014
VSH210252,4/14/2014
VSH210258_OLD,4/14/2014
VSH210263,4/14/2014
VSH310077,4/14/2014
VSH210269,4/14/2014
VSH210268,4/14/2014
VSH210284,4/14/2014
VSH250142,4/14/2014
VSH250132,4/14/2014
VSH250180,4/14/2014
VSH313009,4/14/2014
VSH250176,4/14/2014
VSH250097,4/15/2014
VSH250102,4/15/2014
VSH210260,4/15/2014
VSH210261,4/15/2014
VSH310101,4/15/2014
VSH210311,4/15/2014
VSH314361_OLD,4/16/2014
VSH250158,4/16/2014
VSH210212,4/16/2014
VSH210185,4/17/2014
VSH314048,4/17/2014
VSH210276_TAP,4/17/2014
VSH210277_OLD,4/17/2014
VSH250147_OLD,4/17/2014
VSH109452,4/21/2014
VSH210319,4/21/2014
VSH210278_OLD2,4/21/2014
VSH250130,4/22/2014
VSH210328,4/23/2014
VSH210329_OLD,4/23/2014
VSH250205,4/23/2014
VSH310023_OLD,4/23/2014
VSH210241,4/24/2014
VSH250101_OLD,4/25/2014
VSH250113,4/25/2014
VSH210244,4/25/2014
VSH311212,4/25/2014
VSH210153,4/28/2014
VSH250181,4/28/2014
VSH210287_OLD,4/28/2014
VSH210309_REL,4/28/2014
VSH210297,4/28/2014
VSH210288,4/29/2014
VSH322313,4/29/2014
VSH250070,4/29/2014
VSH310102_OLD,4/29/2014
VSH210308,4/29/2014
VSH210333_OLD,4/29/2014
VSH209602_OLD2,4/29/2014
VSH319294,4/29/2014
VSH209827,4/30/2014
VSH109043,4/30/2014
VSH210293,4/30/2014
VSH210334_OLD,4/30/2014
VSH209473,4/30/2014
VSH210235_OLD,5/2/2014
VSH210310,5/2/2014
VSH321049,5/3/2014
VSH210280,5/5/2014
VSH314112,5/5/2014
VSH210298,5/5/2014
VSH210209,5/6/2014
VSH250116,5/6/2014
VSH210296,5/6/2014
VSH209897_OLD,5/7/2014
VSH209957,5/7/2014
VSH210323,5/7/2014
VSH311069_OLD,5/7/2014
VSH311917,5/7/2014
VSH250128,5/8/2014
VSH210318,5/8/2014
VSH210128,5/8/2014
VSH209357,5/9/2014
VSH210149,5/12/2014
VSH250125,5/12/2014
VSH250068,5/12/2014
VSH320214,5/12/2014
VSH313073,5/12/2014
VSH313080,5/12/2014
VSH313054,5/12/2014
VSH210331_OLD,5/12/2014
VSH250092,5/13/2014
VSH250115,5/13/2014
VSH250124,5/13/2014
VSH210238,5/14/2014
VSH310104_OLD,5/15/2014
VSH311928_OLD,5/15/2014
VSH210301_OLD,5/15/2014
VSH209084,5/15/2014
VSH209216,5/15/2014
VSH109065,5/16/2014
VSH109066,5/16/2014
VSH109073,5/16/2014
VSH109058,5/16/2014
NYA,5/16/2014
VSH310155_RELO,5/16/2014
VSH209390_OLD1,5/16/2014
VSH209308,5/16/2014
VSH209463,5/16/2014
VSH210081__OLD,5/16/2014
VSH209139,5/16/2014
VSH209137_OLD2,5/16/2014
 VSH209914_OLD,5/16/2014
VSH209606_OLD2,5/16/2014
VSH209717,5/16/2014
VSH209718,5/16/2014
VSH209461,5/16/2014
VSH209194,5/16/2014
VSH209795,5/16/2014
VSH250082,5/16/2014
VSH209215_OLD2,5/16/2014
VSH209214_OLD2,5/16/2014
VSH209051,5/16/2014
VSH209052,5/16/2014
VSH209053,5/16/2014
VSH209054,5/16/2014
VSH209055,5/16/2014
VSH209462,5/16/2014
VSH209116_OLD2,5/16/2014
VSH210024_OLD2,5/16/2014
VSH209397_OLD2,5/16/2014
VSH209604_OLD2,5/16/2014
VSH210270_OLD1,5/16/2014
VSH209115,5/16/2014
VSH209972,5/16/2014
VSH209397OLD,5/16/2014
VSH209056OLD,5/16/2014
VSH210024OLD,5/16/2014
VSH209680,5/16/2014
VSH209535_OLD,5/16/2014
VSH210109,5/16/2014
VSH209349_OLD,5/16/2014
VSH209706,5/16/2014
VSH209008_OLD,5/16/2014
VSH250179_OLD,5/19/2014
VSH250187,5/19/2014
VSH210303_OLD2,5/19/2014
VSH250218_V5,5/19/2014
VSH210300,5/19/2014
VSH311205,5/19/2014
VSH209603,5/19/2014
VSH109446,5/19/2014
VSH314041_OLD,5/19/2014
VSH210218,5/19/2014
VSH210295,5/20/2014
VSH250156,5/21/2014
VSH250207,5/21/2014
VSH314417,5/21/2014
VSH313016_REL,5/21/2014
VSH210126,5/21/2014
VSH210285,5/22/2014
VSH250226,5/22/2014
VSH210082,5/22/2014
VSH210165,5/27/2014
VSH250146,5/27/2014
VSH314115_OLD,5/27/2014
VSH314113_OLD,5/27/2014
VSH210279,5/28/2014
VSH250188_REL,5/28/2014
VSH250223,5/28/2014
VSH313089,5/28/2014
VSH250231_OLD,5/28/2014
VSH310189_REL,5/28/2014
VSH210232,5/29/2014
VSH310167,5/29/2014
VSH210254,5/30/2014
VSH250210_REL,5/30/2014
VSH250152,5/30/2014
VSH250255,5/30/2014
VSH314328,5/30/2014
VSH314070,5/30/2014
VSH310068,5/31/2014
VSH209762_OLD,6/1/2014
VSH311926,6/2/2014
VSH310225OLD,6/2/2014
VSH250099,6/3/2014
VSH210326,6/3/2014
VSH311532_OLD,6/3/2014
VSH310196_OLD,6/3/2014
VSH321107,6/3/2014
VSH210307,6/4/2014
VSH210313,6/4/2014
VSH250217_OLD,6/4/2014
VSH250230_OLD,6/4/2014
VSH314258_REL,6/4/2014
VSH322726,6/4/2014
VSH250220,6/5/2014
VSH310221_OLD,6/5/2014
VSH250185,6/6/2014
VSH313019,6/6/2014
VSH109455,6/8/2014
VSH210211,6/9/2014
VSH210286,6/9/2014
VSH250164,6/9/2014
VSH210292_OLD,6/9/2014
VSH250201,6/9/2014
VSH250189,6/9/2014
VSH313084,6/9/2014
VSH314303,6/9/2014
VSH109456,6/9/2014
VSH250178,6/9/2014
VSH210021_OLD,6/9/2014
VSH210306,6/10/2014
VSH310079_OLD,6/11/2014
VSH250170,6/11/2014
VSH209262,6/11/2014
VSH209788_OLD2,6/11/2014
VSH311206,6/12/2014
VSH210237,6/12/2014
VSH310032,6/13/2014
VSH311932_OLD,6/13/2014
VSH250232,6/13/2014
VSH314050,6/13/2014
VSH210202_OLD,6/16/2014
VSH250213,6/16/2014
VSH250227_OLD,6/16/2014
VSH250251,6/16/2014
VSH314289,6/16/2014
VSH250190,6/16/2014
VSH210234,6/17/2014
VSH210302,6/17/2014
VSH210324,6/17/2014
VSH250256,6/17/2014
VSH310158,6/17/2014
VSH209899_REL,6/17/2014
VSH209477,6/18/2014
VSH250111,6/18/2014
VSH250186,6/18/2014
VSH310117_OLD,6/18/2014
VSH250050,6/18/2014
VSH310070_OLD,6/18/2014
VSH250219,6/19/2014
VSH310121_OLD,6/19/2014
VSH314371_OLD,6/19/2014
VSH210107_OLD2,6/19/2014
VSH210108,6/19/2014
VSH250192,6/20/2014
VSH310138,6/20/2014
VSH311227_OLD,6/20/2014
VSH314220_OLD,6/20/2014
VSH314120_OLD,6/20/2014
VSH250247_OLD,6/23/2014
VSH314284_OLD,6/23/2014
VSH310242_OLD,6/23/2014
VSH250274,6/23/2014
VSH209832,6/23/2014
VSH210312,6/24/2014
VSH250250,6/24/2014
VSH210332,6/24/2014
VSH311991,6/24/2014
VSH109072,6/24/2014
VSH313074,6/24/2014
VSH250245,6/25/2014
VSH109457,6/25/2014
VSH311952,6/25/2014
VSH250254,6/26/2014
VSH320966,6/26/2014
VSH250148,6/26/2014
VSH310105,6/26/2014
VSH210336,6/26/2014
VSH314117,6/26/2014
VSH250261,6/26/2014
VSH313091_OLD,6/26/2014
VSH210335OLD,6/26/2014
VSH310067,6/27/2014
VSH250154,6/27/2014
VSH250279_OLD,6/29/2014
VSH250208_REL,6/30/2014
VSH310193_OLD,6/30/2014
VSH310214,6/30/2014
VSH314432,6/30/2014
VSH310251,6/30/2014
VSH314256,6/30/2014
VSH310257,6/30/2014
VSH314466,6/30/2014
VSH250264,6/30/2014
VSH210207,7/1/2014
VSH314365,7/1/2014
VSH311204,7/1/2014
VSH210003,7/1/2014
VSH210327,7/2/2014
VSH250203_OLD,7/2/2014
VSH250209_OLD,7/2/2014
VSH210330,7/2/2014
VSH209590,7/2/2014
VSH314058,7/3/2014
VSH313058_REL,7/3/2014
VSH311192,7/6/2014
VSH311919,7/6/2014
VSH210249,7/7/2014
VSH250138,7/7/2014
VSH250211,7/7/2014
VSH250229_OLD,7/7/2014
VSH250234_OLD,7/7/2014
VSH314099,7/7/2014
VSH314097,7/7/2014
VSH250284,7/7/2014
VSH210337,7/7/2014
VSH310273_OLD,7/7/2014
VSH250262,7/7/2014
VSH310315_OLD,7/7/2014
VSH311507_OLD,7/7/2014
VSH210204,7/8/2014
VSH250162,7/8/2014
VSH209621,7/8/2014
VSH310346,7/8/2014
VSH250252,7/9/2014
VSH210315,7/9/2014
VSH314074_REL,7/10/2014
VSH311260,7/10/2014
VSH311210,7/10/2014
VSH250257,7/11/2014
VSH250259,7/11/2014
VSH311730_OLD,7/11/2014
VSH310203_OLD,7/12/2014
VSH250237,7/13/2014
VSH209929,7/14/2014
VSH310238_RELO,7/14/2014
VSH314008,7/14/2014
VSH250285,7/14/2014
VSH250265,7/14/2014
VSH314314_OLD,7/14/2014
VSH310325_DEL,7/14/2014
VSH310103_OLD,7/15/2014
VSH250202_OLD,7/15/2014
VSH250204_OLD,7/15/2014
VSH310205_REL,7/15/2014
VSH314066,7/15/2014
VSH314023,7/15/2014
VSH314095_OLD,7/16/2014
VSH209605_OLD2,7/16/2014
VSH314293,7/16/2014
VSH314267,7/16/2014
VSH210120,7/16/2014
VSH250018,7/17/2014
VSH250253_OLD,7/17/2014
VSH310237_OLD,7/17/2014
VSH314072,7/17/2014
VSH314158_OLD,7/17/2014
VSH321742_OLD,7/18/2014
VSH314279_OLD,7/18/2014
VSH310317_RELO,7/18/2014
VSH316786,7/18/2014
VSH209748,7/18/2014
VSH319857,7/18/2014
VSH310241,7/20/2014
VSH209597,7/21/2014
VSH311219_OLD,7/21/2014
VSH311509,7/21/2014
VSH314046,7/21/2014
VSH210339,7/22/2014
VSH311513_OLD,7/22/2014
VSH209567,7/22/2014
VSH314229,7/23/2014
VSH314119_OLD,7/23/2014
VSH250123,7/23/2014
VSH209035_OLD2,7/23/2014
VSH209036 ,7/23/2014
VSH313076,7/24/2014
VSH311924,7/24/2014
VSH250281,7/25/2014
VSH314234,7/25/2014
VSH250267,7/25/2014
VSH310367,7/25/2014
VSH311512,7/25/2014
VSH250303,7/26/2014
VSH313182,7/28/2014
VSH314231,7/28/2014
VSH210130_OLD,7/28/2014
VSH250106_OLD,7/29/2014
VSH210320_OLD,7/29/2014
VSH310294_OLD,7/29/2014
VSH250313,7/29/2014
VSH250269,7/29/2014
VSH310342,7/29/2014
VSH209870,7/30/2014
VSH314348,7/31/2014
VSH310296_OLD,7/31/2014
VSH314200,7/31/2014
VSH250193,8/1/2014
VSH250312,8/1/2014
VSH314233_OLD,8/1/2014
VSH250268,8/1/2014
VSH311066_OLD,8/1/2014
VSH314033,8/1/2014
VSH314346,8/2/2014
VSH250289,8/4/2014
VSH250294_OLD,8/4/2014
VSH209449_OLD,8/4/2014
VSH250282,8/5/2014
VSH310351_OLD,8/5/2014
VSH314060_REL,8/5/2014
VSH311525_OLD,8/5/2014
VSH250291,8/6/2014
VSH310371_OLD,8/6/2014
VSH314347,8/6/2014
VSH310392_OLD,8/6/2014
VSH250168,8/7/2014
VSH250183,8/7/2014
VSH310345_OLD,8/7/2014
VSH314086,8/7/2014
VSH314370,8/7/2014
VSH250174,8/8/2014
VSH314405_OLD,8/8/2014
VSH310766,8/9/2014
VSH314249,8/11/2014
VSH250277,8/11/2014
VSH310218,8/11/2014
VSH310053,8/11/2014
VSH310290_OLD,8/11/2014
VSH250195,8/11/2014
VSH311535,8/11/2014
VSH310443_OLD2,8/11/2014
VSH250270,8/12/2014
VSH250304,8/12/2014
VSH314190_OLD,8/12/2014
VSH314146,8/12/2014
VSH250019,8/13/2014
VSH313031_OLD,8/13/2014
VSH310439_OLD,8/13/2014
VSH209356,8/13/2014
VSH250273,8/14/2014
VSH314250,8/14/2014
VSH310377_OLD,8/14/2014
VSH250307,8/14/2014
VSH314034,8/14/2014
VSH310456,8/14/2014
VSH209405,8/14/2014
VSH250014,8/15/2014
VSH311208_RELO,8/15/2014
VSH314241,8/15/2014
VSH310444_OLD,8/15/2014
VSH310457,8/15/2014
VSH321048,8/16/2014
VSH210189,8/18/2014
VSH250233_OLD,8/18/2014
VSH250248,8/18/2014
VSH314295,8/18/2014
VSH313072,8/18/2014
VSH321685,8/18/2014
VSH250310,8/19/2014
VSH313081,8/19/2014
VSH310463,8/19/2014
VSH311681,8/19/2014
VSH311502,8/19/2014
VSH250184,8/20/2014
VSH210316,8/20/2014
VSH250286,8/20/2014
VSH311903,8/20/2014
VSH250311_OLD,8/20/2014
VSH210098,8/20/2014
VSH314216_OLD,8/20/2014
VSH310460_OLD,8/20/2014
VSH210203_OLD,8/20/2014
VSH314073,8/21/2014
VSH250200,8/21/2014
VSH313043,8/21/2014
VSH310415_OLD,8/21/2014
VSH250109,8/21/2014
VSH311531_OLD,8/21/2014
VSH314376,8/22/2014
VSH250293_OLD,8/22/2014
VSH250272,8/22/2014
VSH209962,8/23/2014
VSH314039,8/24/2014
VSH314155,8/24/2014
VSH311545_OLD,8/25/2014
VSH250317,8/25/2014
VSH310396_OLD,8/25/2014
VSH314235,8/25/2014
VSH310425_OLD,8/25/2014
VSH250155,8/26/2014
VSH310426,8/26/2014
VSH311207_OLD,8/26/2014
VSH310546_OLD,8/26/2014
VSH209264,8/26/2014
VSH250196,8/27/2014
VSH250197_OLD,8/27/2014
VSH311278_OLD,8/27/2014
VSH314061_OLD,8/27/2014
VSH311523,8/27/2014
VSH310440,8/28/2014
VSH311342,8/28/2014
VSH314021_REL,8/28/2014
VSH313066,8/28/2014
VSH314221_old,8/28/2014
VSH250240,8/29/2014
VSH311942,8/29/2014
VSH311546,8/29/2014
VSH310496,8/29/2014
VSH250319,8/31/2014
VSH310502_OLD,9/2/2014
VSH210282_OLD2,9/2/2014
VSH210305_REL,9/3/2014
VSH311202,9/3/2014
VSH210317,9/3/2014
VSH310427,9/3/2014
VSH311904,9/3/2014
VSH314103,9/3/2014
VSH310522,9/3/2014
VSH310527,9/3/2014
VSH209629,9/3/2014
VSH250153,9/4/2014
VSH250337,9/4/2014
VSH310449,9/4/2014
VSH311500,9/4/2014
VSH310159,9/5/2014
VSH314203_OLD,9/5/2014
VSH314390,9/5/2014
VSH310540,9/5/2014
VSH250341,9/6/2014
VSH310547_OLD,9/6/2014
VSH314142,9/8/2014
VSH250287_OLD,9/8/2014
VSH310050,9/8/2014
VSH310370_OLD,9/8/2014
VSH310482,9/8/2014
VSH311505_REL,9/8/2014
VSH314342,9/8/2014
VSH314434_OLD,9/8/2014
VSH209725,9/8/2014
VSH311215,9/8/2014
VSH314195_OLD,9/8/2014
VSH314357_OLD,9/8/2014
VSH310581,9/8/2014
VSH314464,9/9/2014
VSH314036,9/9/2014
VSH314415_OLD,9/9/2014
VSH314307_OLD,9/9/2014
VSH310262,9/10/2014
VSH310534_OLD,9/10/2014
VSH311508_OLD,9/10/2014
VSH250359,9/10/2014
VSH311945,9/11/2014
VSH314077,9/11/2014
VSH310554_OLD,9/12/2014
VSH250371,9/12/2014
VSH314078,9/12/2014
VSH250296,9/13/2014
VSH312487_OLD,9/15/2014
VSH311290,9/15/2014
VSH311209,9/15/2014
VSH310590,9/15/2014
VSH250327_OLD,9/15/2014
VSH250191,9/15/2014
VSH314176_OLD,9/15/2014
VSH314431,9/16/2014
VSH310564,9/16/2014
VSH250353,9/16/2014
VSH314212,9/16/2014
VSH310467_REL,9/17/2014
VSH313092,9/17/2014
VSH322951,9/17/2014
VSH311881,9/19/2014
VSH314068,9/19/2014
VSH314300,9/19/2014
VSH311909_OLD,9/20/2014
VSH209478,9/22/2014
VSH250342_OLD,9/22/2014
VSH210262,9/22/2014
VSH313046,9/22/2014
VSH310553_RELO,9/22/2014
VSH314167,9/22/2014
VSH250141,9/22/2014
VSH310623,9/22/2014
VSH250357_OLD,9/22/2014
VSH310448_OLD,9/23/2014
VSH311538_OLD,9/23/2014
VSH310550,9/23/2014
VSH250375,9/23/2014
VSH311230,9/24/2014
VSH250198,9/24/2014
VSH314276,9/24/2014
VSH250364_OLD,9/24/2014
VSH310386,9/25/2014
VSH310595_OLD,9/25/2014
VSH310658_OLD,9/25/2014
VSH314332,9/25/2014
VSH310627,9/26/2014
VSH311929,9/27/2014
VSH320521,9/29/2014
VSH250366,9/29/2014
VSH250356_OLD,9/29/2014
VSH210131,9/29/2014
VSH310555_OLD,9/29/2014
VSH314388,9/29/2014
VSH310667_OLD2,9/29/2014
VSH250343,9/30/2014
VSH250321,9/30/2014
VSH313065_OLD,9/30/2014
VSH250212_OLD,10/1/2014
VSH310486,10/1/2014
VSH250367,10/1/2014
VSH209910,10/1/2014
VSH310596_OLD,10/2/2014
VSH250308,10/3/2014
VSH109459,10/3/2014
VSH310158_OLD,10/6/2014
VSH250346,10/6/2014
VSH209231,10/6/2014
VSH250328_OLD,10/6/2014
VSH314313,10/6/2014
VSH314043,10/6/2014
VSH314305,10/6/2014
VSH314996,10/6/2014
VSH250370,10/6/2014
VSH311949,10/7/2014
VSH250349,10/7/2014
VSH250372,10/7/2014
VSH311959,10/7/2014
VSH250373,10/7/2014
VSH314148,10/7/2014
VSH311922,10/8/2014
VSH250364,10/8/2014
VSH310697,10/8/2014
VSH250278_OLD1,10/9/2014
VSH310620,10/9/2014
VSH209893_OLD2,10/9/2014
VSH314355_old,10/11/2014
VSH250388,10/12/2014
VSH250306,10/13/2014
VSH250345,10/13/2014
VSH250355,10/13/2014
VSH310475_REL,10/13/2014
VSH109013_OLD2,10/13/2014
VSH310799_OLD,10/13/2014
VSH250385,10/13/2014
VSH310495,10/14/2014
VSH313071,10/14/2014
VSH313037_REL,10/14/2014
VSH311218_REL,10/14/2014
VSH314304_OLD,10/14/2014
VSH314157_OLD,10/16/2014
VSH310688,10/16/2014
VSH250386_OLD,10/16/2014
VSH250288_REL,10/17/2014
VSH250292_REL,10/17/2014
VSH314091,10/17/2014
VSH310617_OLD,10/17/2014
VSH313001,10/17/2014
VSH310208,10/18/2014
VSH250117,10/18/2014
VSH311107,10/20/2014
VSH250351,10/20/2014
VSH310763,10/21/2014
VSH313060,10/21/2014
VSH310721_OLD,10/21/2014
VSH311514_OLD,10/22/2014
VSH250390,10/22/2014
VSH250382_OLD,10/22/2014
VSH250389,10/22/2014
VSH250376,10/23/2014
VSH310824__OLD,10/23/2014
VSH250374,10/24/2014
VSH310632_OLD2,10/24/2014
VSH314236_OLD,10/24/2014
VSH311886_RELO,10/27/2014
VSH310599,10/27/2014
VSH314426_OLD,10/27/2014
VSH311534_OLD,10/27/2014
VSH310014_OLD,10/27/2014
VSH314191_old,10/27/2014
VSH313000,10/27/2014
VSH310171_OLD,10/27/2014
VSH314143_OLD,10/28/2014
VSH310657,10/28/2014
VSH323192,10/28/2014
VSH250325_OLD,10/28/2014
VSH314010_OLD,10/28/2014
VSH310821_REL,10/28/2014
VSH311337,10/29/2014
VSH250396,10/29/2014
VSH313028_OLD2,10/29/2014
VSH314360,10/30/2014
VSH314045_OLD,10/30/2014
VSH313025,10/31/2014
VSH314096,10/31/2014
VSH312047,10/31/2014
VSH250383,10/31/2014
VSH314009,11/1/2014
VSH314270_OLD,11/3/2014
VSH311194,11/3/2014
VSH310704_OLD,11/3/2014
VSH311311,11/3/2014
VSH314282_OLD,11/3/2014
VSH250387,11/3/2014
VSH310842,11/3/2014
VSH250399,11/3/2014
VSH250352_OLD,11/4/2014
VSH313032,11/4/2014
VSH310829_OLD,11/4/2014
VSH310826_OLD,11/4/2014
VSH250137,11/4/2014
VSH209595_OLD2,11/4/2014
VSH109460_OLD2,11/4/2014
VSH109111,11/5/2014
VSH310598,11/5/2014
VSH310681,11/5/2014
VSH310663_OLD,11/5/2014
VSH311944,11/5/2014
VSH250161_OLD,11/6/2014
VSH310160_OLD,11/6/2014
VSH314016_OLD,11/6/2014
VSH314370_OLD,11/6/2014
VSH310848_OLD,11/6/2014
VSH310757_OLD1,11/6/2014
VSH250400,11/7/2014
VSH313049,11/10/2014
VSH313007,11/10/2014
VSH314274,11/10/2014
VSH250300_OLD,11/10/2014
VSH250379,11/10/2014
VSH310816,11/10/2014
VSH311973_old,11/10/2014
VSH250406_OLD,11/10/2014
VSH313005,11/10/2014
VSH314404,11/10/2014
VSH310880_OLD,11/10/2014
VSH209185,11/10/2014
VSH210086,11/10/2014
VSH250139_OLD,11/11/2014
VSH314114,11/11/2014
VSH314032,11/11/2014
VSH310843,11/11/2014
VSH250129,11/12/2014
VSH311994,11/12/2014
VSH314316,11/12/2014
VSH313036_OLD,11/12/2014
VSH250320,11/12/2014
VSH311911_OLD,11/13/2014
VSH311915_OLD,11/13/2014
VSH310779,11/13/2014
VSH313048_OLD,11/13/2014
VSH250392,11/13/2014
VSH310417,11/14/2014
VSH313039,11/14/2014
VSH310792_OLD,11/14/2014
VSH310806_OLD,11/14/2014
VSH250315,11/17/2014
VSH310548_OLD,11/17/2014
VSH310226_OLD,11/17/2014
VSH311211,11/17/2014
VSH321103,11/17/2014
VSH311031_OLD,11/17/2014
VSH311541_OLD,11/17/2014
VSH314209,11/17/2014
VSH250405,11/17/2014
VSH209742_OLD1,11/17/2014
VSH310700_OLD,11/18/2014
VSH313022_OLD,11/18/2014
VSH310789,11/18/2014
VSH314398,11/18/2014
VSH310817_OLD,11/18/2014
VSH209174,11/18/2014
VSH311027,11/18/2014
VSH311012,11/18/2014
VSH310797,11/19/2014
VSH314109,11/19/2014
VSH310903_OLD,11/19/2014
VSH310877,11/19/2014
VSH310642,11/20/2014
VSH310742_OLD,11/20/2014
VSH313075_OLD,11/20/2014
VSH310751_OLD,11/20/2014
VSH310804_OLD,11/20/2014
VSH314164_OLD3,11/20/2014
